1;3
1;4
1;7
2;5
2;6
2;8
2;9
2.9999999999999996;10
2.9999999999999996;11
4;12
4;13
5;14
5;15
5.999999999999999;16
5.999999999999999;17
7;18
7;19
9;20
10;21
11;22
11;23
11.999999999999998;24
13;25
13;26
14;27
15;28
17;29
18;30
19;31
20;32
21;33
27;37
27;38
28;35
28;39
28.999999999999996;40
30;36
30;41
31;42
32;44
33;45
33;46
34;43
35;47
35;48
36;49
36;50
37;51
39;52
39;53
40;54
42;56
43;57
44;55
45;58
46;59
47.99999999999999;60
47.99999999999999;61
51.00000000000001;62
52;63
52;64
56;65
65;66
65;67
65;69
66;68
66;70
66;71
67;74
68;75
69;72
69;73
70;76
70;77
70;78
71;80
72;79
72;81
74;83
75;82
75;84
76;86
77;85
77;87
79.00000000000001;88
80;89
81;90
83;93
83;94
84;92
85;91
86;95
87;96
88;97
91;98
91;99
91;100
92.99999999999999;104
94;102
94;103
95;101
95.99999999999999;105
95.99999999999999;106
95.99999999999999;107
95.99999999999999;108
99.00000000000001;110
100;109
100;111
100;112
101;113
101;114
103;115
103;129
104;116
106;118
106;119
107;117
108;120
108;122
109;121
110;123
111;124
112;130
112.99999999999999;133
112.99999999999999;154
112.99999999999999;155
114;132
114;134
114;138
114;139
114;156
115;136
115;137
115;142
115;158
115.99999999999999;125
115.99999999999999;126
115.99999999999999;131
115.99999999999999;140
115.99999999999999;157
115.99999999999999;159
117;135
117;143
118;127
118;141
119.00000000000001;128
119.00000000000001;145
119.00000000000001;146
119.00000000000001;147
120;144
120;148
120;160
120;161
121;149
122.00000000000001;150
123;151
124;162
125;163
126;164
126;166
127;165
127;167
127;168
128;169
128;170
128;171
130;172
132;173
132;174
132;175
132;176
132;177
134;152
134;178
135;179
135;181
136;180
137;183
137;184
137;185
138;182
140;186
141;187
141;188
142;153
143;189
143;190
144;193
145;192
146;191
150;195
151;194
151;197
151;198
151;199
152;201
152;202
153;203
154;204
154;205
156;200
156;206
156;207
157;209
158.00000000000003;196
158.00000000000003;210
158.00000000000003;211
159;212
160;213
162.99999999999997;215
164;217
165;216
166;219
167;214
167;218
168;221
168.99999999999997;220
168.99999999999997;222
170;223
171;224
171;225
179;226
179;228
180;234
181.00000000000003;227
181.00000000000003;229
181.00000000000003;230
183;231
183;236
183;238
184;232
184;235
184;237
185.99999999999997;240
187;239
188;241
189;242
190;233
190;243
190;244
190;246
191;245
191.99999999999997;208
191.99999999999997;249
193;251
194;250
195;248
195;252
195;253
197;254
198.00000000000003;255
199;256
199;257
217;260
220;258
220;262
221.00000000000003;259
221.00000000000003;261
222;263
222;265
222;266
222;268
223;264
224;270
224;271
224;272
225.99999999999997;267
225.99999999999997;269
225.99999999999997;273
228;274
228;278
230;275
230;276
230;280
231;279
231.99999999999997;282
233;281
234;286
235;283
236;287
237;284
237;285
238.00000000000003;288
241;290
245;291
246;289
246;292
248.99999999999997;296
250;294
250;295
253;293
254;298
254.99999999999997;297
256;299
256;301
256;302
257;300
258;304
258;305
258;306
259;303
259;308
260;307
261;309
263;310
263;314
264;311
264;312
265;313
265;316
267;318
268;315
269;319
270;317
270;320
272;321
279;324
280;322
280;323
280;325
280;326
280;327
282;328
283;330
283;331
285;329
285;332
285;333
285;334
286;277
286;335
289;337
289;338
290;339
292;340
292;341
293;343
295;344
296;342
296;345
297;346
297;348
298;347
301;350
302;351
302;353
303;349
304;352
306;1
309;354
309;355
310;358
311;356
311;357
312;359
313;361
314;360
315;363
316.00000000000006;364
317;362
317;366
318;365
318;367
320;369
320;370
322;368
323;372
324;371
325;373
327;374
327;376
328;375
328;378
329;336
329;377
331;379
332;380
333.00000000000006;382
334;381
334;384
336;383
337;385
345.00000000000006;390
346;393
346;395
347;389
347;391
347;392
347;394
348;396
348;399
349;388
349;398
349;400
350.00000000000006;404
351;402
352;387
352;397
352;401
353;406
354.99999999999994;403
354.99999999999994;405
354.99999999999994;407
356;409
357;410
359;411
360;412
360;413
360;415
363;408
363;414
363;416
365;417
367.00000000000006;420
368;419
369;418
369;421
369;425
370;424
370;426
371.99999999999994;427
373;429
374;428
374;430
374;431
374;432
376;434
378;433
380;435
383;436
385;386
386;437
388;438
390;440
391;441
392;439
393;442
396.00000000000006;443
397;446
398;444
398;447
399;448
400.99999999999994;445
403;455
404;449
404;454
404;457
405;451
405;456
406;450
406;459
406;460
407;423
407;452
407;453
407;458
409;461
409;462
409;464
410;463
410;465
411;466
413.00000000000006;467
457;475
460;474
461;476
462;473
463;477
463;478
466;479
469;481
471.00000000000006;480
477;482
477;487
478;483
478;488
479;484
479;486
480;490
480;491
482;489
483;493
483;494
483;496
484;498
486;495
486;497
488.00000000000006;485
488.00000000000006;502
491;500
491;501
491;503
491;504
491;506
491;507
494;505
495;508
501;509
506;499
508;513
514;510
515;511
515;512
536;564
538;563
539;567
539;569
539;570
541;562
541;571
542;568
543;561
544;566
545;515
545;528
546;517
546;519
546;574
547;514
548;520
549;516
549;518
550;531
551;521
551;532
552;529
553;530
554;535
554;575
556;522
556;524
557;533
557;534
559;538
559;539
560;537
562;525
562;526
562;536
563;527
563;556
563;565
563;573
566;523
569;552
571;553
571;554
574;559
576;578
577;558
578;606
578;607
579;612
581;614
582;609
583;602
583;603
583;604
583;608
583;613
584;576
584;611
584;616
585;581
585;615
587;580
587;583
587;597
587;601
588;555
588;582
588;584
588;617
590;599
590;600
591;598
592;585
594;577
595;560
597;610
598;586
598;587
599;605
601;588
605;594
606;593
608;595
610;590
612;591
613;589
618;596
624;572
624;592
625;471
630;579
643;34
646;470
654;669
654;670
655;629
655;668
655;672
656;632
657;631
659;671
662;676
663;674
663;675
663;679
664;653
665;630
665;677
665;678
665;681
667;682
668;667
669;551
669;680
669;683
669;684
669;685
671.0000000000001;687
671.0000000000001;688
672;650
672;686
673;655
673;690
674;689
675;691
678;641
678;651
678;692
678;694
679;640
680;666
680.9999999999999;656
680.9999999999999;662
682;633
682;652
683;664
683;699
684;658
684;659
684;663
684;702
685;661
685;701
685;704
687;657
